Código;Código alternativo;Nombre;Marca
99945321;4532K1;PAR DE GARRAS P/EXTRACT.BELZER 4532K1;BAHCO
70006744;;PAR DE GTES  ALUMINIZADOS C/FILETRO IGNIFUGO;SEGUFER
96523031;;PAR DE GUANTE ACRILONITRILO;
41199453;;PAR DE GUANTES ALUMINIZADOS EN DORSO Y PALMA       CONFECCIONADO CON GENTEX 1100;SEGUFER
45010335;103L035000;PAR DE GUANTES DE ALGODON REF.POLIESTER 35CM DE    LARGO;PRENTEX
47000000;4700;PAR DE GUANTES DE NITRILO NORTH 4700 T: 10;NORTH
90003827;104;PAR DE GUANTES DE PVC ENTELADO MARCA               TOYSA 30 CM;TOYSA
70009600;;PAR DE MANGAS ALUMINIZADAS C/AJUSTE VELCRO;SEGUFER
75022954;;PAR DE MEDIAS TERMICAS MODELO: GEZHOUBA;
99992766;911010;PAR DE MENSULAS M420 EPOXI  70K;
75026834;SCF0104;PAR DE PUNTAS PARA MICROMETRO DE ROSCAS            (PASO 2 - 3mm ó 13-9HPP);SCHWYZ
99984011;;PAR DE PUNTERAS SUPERIOR RANURADAS ALUMINIO P/E    SC.DIELECT;FER-PAK
99971007;GAADIA020;PAR DIAGONALES PARA 2,5 MTS PARA ANDAMIO PRE-ARMAD;
5502220001;;PAR GTES ALUMINIZADOS C/FIELTRO IGNIFUGO;SEGUFER
98562864;SPECTRA;PAR GUANTE ANTICORTE HILO SPECTRA NRO 9;
89563234;T. 10 1/2;PAR GUANTE DE PVC P-LARGO NRO 10 1/2;GUPRAK
90008647;;PAR GUANTE RAYON ALUMINIZADO LARGO TOTAL 33CMS.;
70005524;;PAR GUANTES ALUMINIZADOS;SEGUFER
70006698;GDAC;PAR GUANTES DESCARNE PUÑO CORTO AMARILLOS;DPS
90008112;;PAR GUANTES TEJIDOS LANA CON REFUERZO VAQUETA;
90008577;;PAR GUANTES VAQUETA AMARILLA PUÑO CORTO 11CMS      ESP.MIN.1.8MM COSTURAS HILO KEVLAR;
75002416;;PAR MANOPLA P/1200° TRIPLE BARRERA - 60 CM.;
600137;;PAR MANOPLAS DE KEVLAR ALUM.C/FIELTRO IGNIF.       CON REFUERZO DE VAQUETA EN PALMA;SEGUFER
75022777;;PARA DAR DE BAJA CODIGO A UTILIZAR        75016728;
98653563;PARKILO;PARAFINA SOLIDA EN BLOQUE P/TIZADO TELAS -         (PRECIO X KG);
98502031;;PARAFINA X KG;
20019012;157-901;"PARALELO 157-901 OPTICO PARA INSPECCION DE MICR    OMETRO 1""";MITUTOYO
90025568;3014;PARANTE VERTICAL PV-2040 CE;
90023403;3016;PARANTE VERTICAL PV-3060 CE;
75026508;LA-100X40;PARCHE CAMARA OVALADO 100X40 CAJA X 25 UNIDADES;BRIO
75026512;PX-0.65X30;PARCHE CAMARA OVALADO 65X30 CAJA X 80 UNIDADES;TORLETTI
75026511;PSX-0.75X45;PARCHE CAMARA OVALADO 75X45 CAJA X 30 UNIDADES;TORLETTI
75026509;LA-75X45;PARCHE CAMARA OVALDO 75X45 CAJA X 30 UNIDADES;BRIO
75026517;PX-70;PARCHE CAMARA REDONDO 70 MM BOLSA X 10 UNIDADES;TORLETTI
75026510;LA-80;PARCHE CAMARA REDONDO 80 MM CAJA X 20 UNIDADES;BRIO
90017946;LA 204;PARCHE CUADRADO 100X100MM (PRECIO X UNIDAD);
90017952;LA 411;PARCHE CUADRADO 280X280MM (PRECIO X UNIDAD);
75008379;;PARCHE FIBRA VIDRIO C/RESINA POLIESTER 1 MT X 1 MT;
75026519;PX-150X75;PARCHE PARA CAMARA OVALADO 150X75 BOLSA X 10 UN.;TORLETTI
75026515;PX-40;PARCHE PARA CAMARA REDONDO 40 MM CAJA X 100 UNID.;TORLETTI
75026516;PX-55;PARCHE PARA CAMARA REDONDO 50 MM CAJA X 40 UNID.;TORLETTI
65000025;A10040;PARCHE PARA CAMARA TG 55;TG
75026513;PX-2-04;PARCHE PARA CUBIERTA CUADRADO 101X101 POR 10 UNID.;TORLETTI
75026514;PX-2-07;PARCHE PARA CUBIERTA CUADRADO 178X178 POR 10 UNID.;TORLETTI
75026518;PX-8-15;PARCHE PARA CUBIERTA CUADRADO 380X380 CAJA X 4 UNI;TORLETTI
75026520;VD-01;PARCHE PARA CUBIERTA EN FRIO 60 MM CAJA X 30 UNID. VIPAL;TORLETTI
65000023;BP0040;PARCHE PARA RADIALES TG-RX 4;TG
65000022;D10040;PARCHE PARA RADIALES TG-TL 114;TG
75026177;LA204;PARCHE REDONDO  (VD3) 100 MM 2 T. (PCIO X 15 UNID);
75026178;LA205;PARCHE REDONDO  (VD4) 120 MM 2 T. (PCIO X 15 UNID);
90017945;LA 204;PARCHE REDONDO 100MM  (PRECIO X UNIDAD);
66001124;;PARCHE SPONGOSTAN -5 X 7 CM-CAJA;
90011350;TL-120;PARCHES LT-120 EN CAJA - PARA NEUMATICOS RADIALES;TG
50020;;PARES DE GUANTES RETRABAJADOS, PROP.DE SIDERAR;GAMISOL
90023303;PARKAHV;"PARKA DE ABRIGO IMPERMEABLE NARANJA FLUO TALLE ""L"" CON REFLECTIVO - ALTA VISIBILIDAD";BIL-VEX
75019276;BIRD GARD PRO;PARLANTE P/ERRADICADOR C/CABLE DE 30 MTS;
99992394;058181;PARQ TANQ PHI PUNTA MECHA 8 X 3/4 ZI;IND ARG
99992395;073698;PARQ TANQ PHIL P/MECHA 8 X11/4 ZAZ;IND ARG
90016985;;PARTE DELANTERA CON LOGO;
70010505;14A AQUA GLO;PARTICULLAS FLURECENTES MAGNETICAS AEROSOL 265 ML  (LINEA MAGNOGLO);MAGNAFLUX
99992013;LP2016;PASACABLE PVC PARA 5 CANALES (40CM x 100CM)        (C/REFLECTIVO OJO GATO) PRECIO X METRO LINEAL;CONOFLEX
70102811;7241067;PASADOR - 7241067;DBI SALA / 3M
98564866;;PASADOR CERROJO 57 mm PERNO DE 80 mm HIERRO ZINC.;MAUSER
75184830;;PASADOR CERROJO C/PORTACANDADO ZINC BTE            . MARCA SCOVER - MEDIDA 210 MM;
98564835;;PASADOR CERROJO CHAROLADO DE 57 MM                 C/PERNO DE 80 MM;
98564865;;PASADOR CERROJO DE 35MM HIERRO CINCADO;
55344081;;PASADOR CERROJO DE 47 MM NEGRO;
90013826;;PASADOR CERROJO DE HIERRO REFORZADO GALVANIZADO    -LARGO 40MM;
75007482;;PASADOR CHAROLADO 47MM;
98564867;;PASADOR CON PORTA CANDADO OC 210mm;OC
90007170;SC101.1140;PASADOR CON PORTACANDADO DE 140MM HIERRO ZINCADO;SC
39391502;SC 107;PASADOR CON TRABA 58 MM HIERRO CINCADO SC 107;
16403300;;PASADOR DE ALETAS 3 X 30MM A.C. PRECIO X UNIDAD;IND ARG
16403400;;PASADOR DE ALETAS 3 X 40MM A.C. PRECIO X UNIDAD;IND ARG
70010663;BZ12071;"PASADOR DE BASTIDOR P. DOBL. HIDRAULICA HASTA 2""";ENERPAC
90018756;7,79768E+12;PASADOR DE HIERRO CON OJAL PARA CANDADO 100MM;
90015347;;PASADOR DE UÑA PARA EMBUTIR X 100 MM;
90015348;;PASADOR DE UÑA PARA EMBUTIR X 120 MM;
90015346;;PASADOR DE UÑA PARA EMBUTIR X 80 MM;
52204091;;PASADOR PARA PUERTA 40 X 40MM 4 AGUJEROS,          PASADOR DIAM. 8 X 55 MM;
98564951;ENABZ12375;PASADOR PIVOTE PIN 10TN - BZ12375;
45632023;SC-101;PASADOR PORTA CANDADO CON PERNO 12MM DE 170MM      (CINCADO) MODELO SC-101;
96000032;;PASADOR TIPO CERROJO 60 X 6MM;
59050002;;PASADOR TRANQUERA P/CANDADO 100MM;
70104859;;PASAMANOS IZQUIERDO PARA ESCALERA ALUMINIO;FER-PAK
70011220;;PASAMONTAÑA BALACLAVA FRIZADO LYCRA TERMICA;
60002000;;PASAMONTAÑA IGNIFUGO;IND ARG
85003622;;PASAMONTAÑAS;
30969127;;PASAMONTAÑAS FAST DRY;
75020713;06-004-GEN383;PASIVANTE GENOX 383  (PRECIO X KILO)               - PRESENTACION: POTE X 2 KG;GENOX
39985425;;PASTA AMARILLA PARA PULIR (EN BARRA);
39985426;;PASTA BLANCA PARA PULIR (EN BARRA);
96542311;;PASTA D 1KG MOLIKOTE;MOLYKOTE
45004211;2615000421;PASTA DE PULIR DREMEL MOD. 421;DREMEL
98653570;;PASTA DE PULIR FINA LATA X 1 KG;COLORIN
98653205;PF;PASTA DE PULIR FINA X KG;
98653524;;PASTA DE PULIR TIPO FINA LATA X 500 GR;ZEOCAR
98653525;;PASTA DE PULIR TIPO GRUESA LATA X 500 GR;ZEOCAR
96100172;FERBRO500;PASTA DECAPANTE BRONZ X 500 GR;FERROLAN
14255061;304212;PASTA DESENGRASANTE X 500 GRS.;TRIBUNO
99992644;;PASTA DETECTORA - WATER FINDING PASTE;
75017361;M3;PASTA DETECTORA DE AGUA EN COMBUSTIBLES X 71GRS    (APTO ALCONAFTA);KOLORCUT
85009008;GFP;PASTA DETECTORA DE COMBUSTIBLE POTE 71 GRS;KOLORCUT
75027213;JP15;PASTA DIAMANTADA JERINGA 5 GRS MARRON;
75026824;DUM00277;PASTA ESMERIL COMBINADA X 100 GRS;TERVA
70005361;DUM00360;PASTA ESMERIL FINA X 450 GRS                       (PARA ESMERILAR VALVULAS);TERVA
90000727;;PASTA ESMERIL GRANO GRUESO X 500 GRS;TERVA
70005362;DUM00362;PASTA ESMERIL GRUESA X 450 GRS                     (PARA ESMERILAR VALVULAS);CARBORUNDUM
75009521;DUM00361;PASTA ESMERIL MEDIANA X 450 GRS                    (PARA ESMERILAR VALVULAS);CARBORUNDUM
90000725;;PASTA ESMERIL-PASTA ESMER.G/F X 500 G.;TERVA
74320500;;PASTA G MOLYKOTE X 500 GR;MOLYKOTE
90023558;;PASTA GN MOLYKOTE EN AEROSOL X 400 CC;MOLYKOTE
90004619;;PASTA GN MOLYKOTE EN POMO DE 70CC;MOLYKOTE
98365251;GN;PASTA GN MOLYKOTE POTE X 1000 GS;MOLYKOTE
90001099;;PASTA GN MOLYKOTE X 500 GR;MOLYKOTE
99888877;;PASTA GN PLUS MOLYCOTE x 500 GRS;MOLYKOTE
90021550;9791592;PASTA GRIS X 850 GR;
80013451;60620003;PASTA LIMPIA MANOS X 3.5 KG                        -ECOLOGICA NO CONTIENE HIDROCARBUROS;LA MEJOR
90015721;P 37;PASTA LUBRICANTE MOLYKOTE P37 X 1 KG;MOLYKOTE
74320030;;PASTA LUBRICANTE SUPER H5 LATA 1/2 KG;SUPER H5
96542300;;PASTA MOLYCOTE GN 1KG.;MOLYKOTE
75022928;P260000;PASTA PARA ACERO INOXIDABLE CHEM-WELD 2600         (POTE 1.25 KG);CHEM-WELD
85009006;PASTA-DA;PASTA PARA DETECTAR AGUA EN COMBUSTIBLE X 165 GR;
85009005;GG25;PASTA PARA DETECTAR GAS-OIL X 71GRS;GASOILA
85009001;PASTA-DC;PASTA PARA DETECTAR NIVEL DE COMBUSTIBLE  X 165 GR (DERIVADO DE PETROLEO);
79908900;2113;PASTA PARA ESTAÑAR X 250 GRS;
90008393;;PASTA SELLADORA X KILO LEMAX;GALI
75025032;MX-2;PASTA TERMICA ARTIC MX-2 X 30 GR;
80013502;;PASTA WF PASTE KOLOR KUT STANDARD 85 GRS;KOLORCUT
41422642;108065-CR;PASTECA C/GANCHO 13X114 MM-4 TN-BB-418;CROSBY
55166152;;PASTECA COMPLETA P/APAREJO ELECTRICO 1000KG;GAN MAR
70001513;1091530-CR;PASTECA CON GRILLETE 19X152MM 8T 419;CROSBY
41422662;131360SB12S14RS;"PASTECA CON GRILLETE 5/8-3/4"" PARA 8TN";JOHNSON
70104423;;PASTILLON MIGITORIO UNRINAL X 190GRS. AIR PUR;
99999485;;PASTINA BLANCA POR KG.;
79900108;;PATA ANTIVIBRATORIA 46MM CON TORNILLO 3/8;
10630065;WBP;PATAS ENSAMBLADAS WELDBLOCK;MULLER
90017109;;PATCH BORDADO CON NOMBRES;
99992345;;"PATCH BORDADO LOGO ""COMPAÑIA MEGA""                 PARA BOLSILLO DE CHALECO GEOLOGO";
85254520;;"PATCH BORDADO TEXTO ""INTERNATIONAL CARGO S.A""";
600574;;"PATCH BORDADO TEXTO: ""MINA""                        SEGUN WORKFLOW 600572";
600575;;"PATCH BORDADO TEXTO: ""PLANTA""                      SEGUN WORKFLOW 600572";
22000000;;PATCH LOGO YAMANA;
90017479;;PATCH SEGUFER;
19990011;MSA35SSSFCN;PATIN DE BOLAS RECIRCULANTES PMI TAMAÑO 35;
1E+14;;PATRON CALIBRACION LLAVE TORQUIMETRICA PROTO;
1E+14;;PATRON CALIBRACION LLAVE TORQUIMETRICA WILLAMS;
51694612;HRC25;PATRON CON CERTIFICADO JIS/ISO MODELO HRC25;YAMAMOTO
51694613;HRC45;PATRON CON CERTIFICADO JIS/ISO MODELO HRC45;YAMAMOTO
75024597;20-25 HRC;PATRON DE DUREZA 20 - 25  HRC;YAMAMOTO
75024598;40-45 HRC;PATRON DE DUREZA 40 - 45  HRC;YAMAMOTO
75024599;60-65 HRC;PATRON DE DUREZA 60 - 65  HRC;YAMAMOTO
75027171;178-611;PATRON DE PASO 178-611;MITUTOYO
17839100;178-602;PATRON DE RUGOSIDAD  MOD. 178-602                  (PARA MILIMETROS Y PULGADAS);MITUTOYO
25118251;178-604;PATRON DE RUGOSIDAD MODELO 178-604;MITUTOYO
85423283;JLL-812-1-3;PAVA ELECTRICA TOP HOUSE;TOP HOUSE
14430119;G063CA00;PAW L (MULTIPLICADOR DE ANCLAJE DE 7 ORIFICIOS);PETZL
14430639;G063BA00;PAW M (MULTIPLICADOR DE ANCLAJE DE 5 ORIFICIOS);PETZL
75025674;G063AA00;PAW S (MULTIPLICADOR DE ANCLAJE DE 3 ORIFICIOS);PETZL
60011080;;PCB;
75006940;;PDB - CODIGO A UTILIZAR        59085030;
99999988;99999988;PDB- CODIGO A UTILIZAR        54221421;
70005976;70005976;PDB- CODIGO A UTILIZAR        70101981;
80012377;80012377;PDB- CODIGO A UTILIZAR    90023171;
602071;;PDB- CODIGO A UTILIZAR 601841;
49950630;;PDB- UTILIZAR        21282861;
75014647;PH-208;PEACHIMETRO DIGITAL MODELO PH-208;LUTRON
90023669;;PEACHIMETRO LUTRON PH 230 SD C/ ELECTRODO HAMILTON;
35020045;;"PECHERA NARANJA LEYENDA ""LIDER DE EVACUACION""";
35020046;;"PECHERA VERDE LEYENDA ""BRIGADISTA""";
75024357;;PEDAL ABREPUERTA DE ACERO INOXIDABLE;
14430481;C48A;PEDAL REGULABLE FOOTCORD;PETZL
41480227;BAR267;PEDESTAL DE AMOLADORA;BARBERO
57249632;0114;PEDESTAL PARA GABINETE SIMPLE                      (BASE DE CAÑO DE Ø 50.8 MM. X 1.20 MTS);LACAR
90004496;01/132;PEDESTAL PARA MOTOR DE BOMBA MOD 500-50;RNE
70010985;ISEPEL 4024;PEGAMENTO DOBLE CONTACTO X 4 LTS;
90002148;;PEGAMENTO LAR X 125CM P-CAÑO DE PVC;
90021133;;PEGAMENTO PARA PARCHES EN FRIO EN LATA 1/4 LTS     (LATA 250 CC);TG
94000086;;PEGAMENTO PARA PISO DE GOMA LATA X 18 LITROS;
13332125;PEG-10;PEGAMENTO PARA TACHAS 10 KG (P/140 TACHAS APROX.)  SOBRE CEMENTO Y ASFALTO;
75024343;;PEGAMENTO PARA TACHAS PEG-03 LATA DE 2 KG;
35135139;FC 351;PEINE CONDENSADOR FC351 PLASTICO;
90012059;CT352;PEINE CONDENSADOR METALICO CT352;
57843545;;"PEINE DE ROSA 3"" 1/2 REG";
20611169;4820-452;PEINE DE ROSCA 0.25 A 6.0MM MODELO 4820-452;INSIZE
20611166;188-151;PEINE DE ROSCA 0.4-7MM/4-42 TPI  CONTIENE 51 HOJAS (PATRONES DE PASO PARA ROSCAS METRICA Y UNIFICADA);MITUTOYO
20611180;188-102;PEINE DE ROSCA 4-60 FPP;MITUTOYO
20611168;06722188-102;PEINE DE ROSCA 4-60FPP;INSIZE
90024229;420;PEINE DE ROSCAS MODELO 420, 50 HOJAS MM Y WITH.;
70101373;645112;"PEINE P/ROSCADORA ELECTRICA 1/2"" A 3/4"" BSPT";BTA
85601252;5187;PEINE PARA ROSCA x 52 Pzs. (METRICO-WHITWORTH);WEMBLEY
75004409;;PEINE PARA SERPENTINA DE CONDENSADORES CON MANIJA;
75006624;RCT2/535BSPT;"PEINES 1/2""A3/4"" BSPT P/ROSCADORA TEYS PAMPA/RM2-C U AS PRECIO POR JUEGO";PARCT
80014114;92506252;PEINES DE ROSCAS | METRICA Y WHITWORTH | 52 PZ;ACCUD
41706085;;"PEINES PARA ROSCADORA-JGO.PEINES 1.1/2""-2""BSPT";RETUSIN
41706084;;"PEINES PARA ROSCADORA-JGO.PEINES 1""-1.1/4""BSPT";RETUSIN
41706061;606;PEINES PARA ROSCADORA-P/TE N§145  BC LUZ;MACHETE
41706062;606;PEINES PARA ROSCADORA-P/TE N§145  BC LUZ;MACHETE
41706063;606;PEINES PARA ROSCADORA-P/TE N§145  BC LUZ;MACHETE
41706052;605;PEINES PARA ROSCADORA-P/TE N§145  BSPT;MACHETE
41705070;507;PEINES PARA ROSCADORA-P/TE N§145B BC;MACHETE
41701210;;"PEINES PARA ROSCADORA-P/TE.M 6 LUZ 3/4-1.1/4""";DUR
96532223;2223 S-150;PELACABLE AISLADO MOD. 2223S-150                   (PARA PELAR CABLES DE COBRE DE HASTA 5 MM);BAHCO
70010920;7725;"PELACABLE AUTOMATICO FRONTAL 8""";BREMEN
90024999;PK371;PELACABLE AUTOMATICO LATERAL MODELO PK371;PROSKIT
90025475;HB103;PELACABLE AUTOMATICO REGULABLE 0.2 A 6 MM;BRINNA
99993420;3416 A;PELACABLE AUTOMATICOS 0 5MM 6MM 3416 A;BAHCO
70100376;4053;PELACABLE CIRCULAR Y LONGITUDINAL 6-185MM2         (DIAM. 4.5 - 25MM) MODELO LY-25-9;LCT
58130005;4319;PELACABLE FRONTAL 0.75 A 16 MM MODELO WS-16;LCT
75024545;PEL-PK371D;PELACABLE FRONTAL CON REGULACION MOD. PK371D;PROSKIT
92223150;2223 D-150;PELACABLE MOD. 2223 D-150                          (PARA PELAR CABLES DE COBRE DE HASTA 5 MM);BAHCO
99983419;3419 B;PELACABLE PARA ELECTRICISTA 3419B;BAHCO
90000435;;PELACABLE PROFESIONAL;
50003089;;PELACABLE ROTATIVO 28 A 35 MM WEICON;
90024961;8PK-325;PELACABLE ROTATIVO 8PK-325;PROSKIT
98564950;WEICON-50055328;PELACABLE ROTATIVO AUTOAJUSTABLE 4 A 28MM          - WEINCON;
70008136;EL PEL 5 T;PELACABLE TIPO TIJERA DE 3MM SERIE 500;BULIT
80013861;629V-160-1;PELACABLES AISLADO 1000V;IRIMO
90020841;96-230;PELACABLES AUTOAJUSTABLE STANLEY MOD 96-230;STANLEY
75025920;37600;PELACABLES AUTOMATICO  N-PART                      PARTE 1:37600;GREENLEE
70005531;12.40.200;PELACABLES KNIPEX 12.40.200;KNIPEX
70010236;734185-1;PELACABLES PROFESIONAL AMP 734185-1 (EX36561)      , PELA EXTREMO CABLE HASTA 16MM;AMP
300019;;PELICULAS LOGO EN CINTAS METRICAS;
90025970;67414;PELTOR TWIN CUP EX OREJERAS, 31dB, CLAVIJA J11     ACOPLADAS AL CASCO (MT72H540P3E-50);3M
99996924;;PENDRIVE 32GB CRUZER MOD. BLADE 2.0 NEGRO Y ROJO;SANDISK
74151011;101;PENETRIT DESOXIDANTE ANTICORROSIVO ACEITERA X 100  CM3-;PENETRIT
74151041;104;PENETRIT DESOXIDANTE ANTICORROSIVO BIDON X 5 LTS;PENETRIT
74151031;103;PENETRIT DESOXIDANTE ANTICORROSIVO BOTELLA X 1 LT;PENETRIT
74151061;106;PENETRIT DESOXIDANTE ANTICORROSIVO BOTELLA X 500   .CM3;PENETRIT
74153032;329;PENETRIT DESOXIDANTE ANTICORROSIVO TRADICIONAL     - AEROSOL X 311 GR / 432 CM3;PENETRIT
32448957;327;PENETRIT LUBRICANTE MULTIUSO AEROSOL 311 GR / 432  CM3;PENETRIT
32448956;324;PENETRIT LUBRICANTE MULTIUSO LATA X 4 LITROS;PENETRIT
74162021;202;PENETROL ART. 202 ACEITERA 100 CM3                 - TEXTIL-C/ADITIVO ANTIGOTEO LAVABLE;PENETRIT
75030201;PBD 50;PERBOND POMO  50 CC.  PREMIUM TRANSPARENTE -;SUPRABOND
75030411;PBD 400 B;PERBOND SELLADOR MULTIUSO BLANCO CARTUCHO 400 G.;SUPRABOND
75030401;PBD 400;PERBOND SELLADOR MULTIUSO GRIS CARTUCHO 400 G.;SUPRABOND
75030301;PBD 125;PERBOND-POMO 125 CC.;SUPRABOND
59400351;;PERCHA DE RESCATE CINTA DE FIBRA SINTETICA 50MM;CARAN
80010842;;PERCHA DE RESCATE DE MADERA;CARAN
90018642;WXEHAPER001;PERCHA DE RESCATE PARA ESPACIOS CONFINADOS         (PER001);ESLINGAR
75010719;30390006;PERCHA DE RESCATE X-URBAN;X URBAN
91362518;;PERCHA PARA BOLSONES BIG BAG HASTA 2000 KG         CON CERTIFICADO;
79885460;PLR-010;PERCHA PORTA PALLET (REGULABLE) CAPACIDAD 1 TN.    ALTURA UTIL REGULABLE DESDE 1.2  HASTA 2 METROS;SILVER
55192004;PLR-030;PERCHA PORTA PALLET (REGULABLE) CAPACIDAD 3 TN.    ALTURA UTIL REGULABLE DESDE 1.2  HASTA 2 METROS;SILVER
75025024;;PERCHA SIMPLE DE ZAMAK NIQUELADA                   (MARCA NACIONAL - NO INCLUYE TORNILLOS);
15304121;;PERCHERO DE 4 PERCHAS SIMPLES LONG. 20 CM;
75012775;;PERCHERO DOBLE ALUMINIO PULIDO;
75026158;;"PERFIL ""C"" 100 x 40 x 2mm (PRECIO X METROS)";
75026159;;"PERFIL ""C"" 80 x 40 x 2mm (PRECIO X METROS)";
99880034;;PERFIL H DE UNION 6MM X 6000MM;
79911117;1,40441E+11;PERFORADOR OLAMI P/ 20 HJS.PER502;
70501007;641022;PERFORADORA BANCO 16MM  1/2HP;BTA
73332545;740250;PERILLA DEL POTENCIOMETRO ORIGO 300I;ESAB
75004572;ZOLO0512;PERISCOPIO PLASTICO P/BASTIDOR RECTANGULAR;ZOLODA
58173057;PH 32/075/BS +;PERITIGA PARA MANIOBRA ACOPLABLE 1.5 MTS Y 32MM    MODELO: PH 32/075/BS + PH 32/075/PSU + DSLN-U;
70102137;;PERNERA CON PROTECCION ANTI CORTE;
10055212;;"PERNO 1.1/4"" UNC HEXAGONAL X 5.1/2"" SAE GRADO 5";
10055216;;"PERNO 1.1/4"" UNC HEXAGONAL X 6.1/2"" SAE GRADO 5";
99124566;507555;PERNO ACERO INOXIDABLE FBN 8/10 A4 (PCIO X UNIDAD);FISCHER
55171065;;PERNO ACOPLE RAPIDO MACHO 1/4 PARA AIRE;
70104095;00400-42;PERNO CABEZA HEXAG. A4/70  M12 X 40MM              (BULON M12 X 40 Bolt A4/70);MSA
80012897;0010;PERNO COD. 0010 - REPUESTO;CETEC
90022866;20963;"PERNO DE 3/4"" X 3/8"" CAT 20963";GREENLEE
90015291;AC432;"PERNO DE EMCHUFE ROSCA 1/4"" M";VULCANO
57890053;R776V;PERNO DE REPUESTO PARA  P173-SL-85;BAHCO
75012033;531566;PERNO METALICO FWA  10 x 115  PRECIO X UNIDAD;FISCHER
75017738;531553;PERNO METALICO FWA  10 x 65  PRECIO X UNIDAD;FISCHER
90010776;531565;PERNO METALICO FWA  10 x 95  PRECIO X UNIDAD;FISCHER
90017955;531557;PERNO METALICO FWA  12 x 100  PRECIO X UNIDAD;FISCHER
75010685;531556;PERNO METALICO FWA  12 x 80  PRECIO X UNIDAD;FISCHER
70100918;531569;PERNO METALICO FWA  16 x 140  PRECIO X UNIDAD;FISCHER
75012130;531571;PERNO METALICO FWA  16 x 180  PRECIO X UNIDAD;FISCHER
75017739;531572;PERNO METALICO FWA  20 x 160  PRECIO X UNIDAD;FISCHER
70100999;531559;PERNO METALICO FWA  8 X 80   PRECIO X UNIDAD;FISCHER
75010672;531561;PERNO METALICO FWA  8 x 95  PRECIO X UNIDAD;FISCHER
45208284;531554;PERNO METALICO FWA 10 x 130 (PRECIO X UNIDAD) -;FISCHER
75008442;531567;PERNO METALICO FWA 12 X 120 (PRECIO X UNIDAD);FISCHER
45208283;531568;PERNO METALICO FWA 12 X 150 (PRECIO X UNIDAD);FISCHER
80012798;531552;PERNO METALICO FWA 6 X 55 PRECIO X UNIDAD;FISCHER
75008129;531562;PERNO METALICO FWA 8 X 120 (PRECIO X UNIDAD);FISCHER
59330103;615010;PERNO METALICO MR 10  (10 MM) PRECIO X UNIDAD;FISCHER
59330123;615012;PERNO METALICO MR 12  (12 MM) PRECIO X UNIDAD;FISCHER
59330062;615006;PERNO METALICO MR 6  (6 MM) PRECIO X UNIDAD;FISCHER
59330081;615008;PERNO METALICO MR 8  (8 MM) PRECIO X UNIDAD;FISCHER
70104615;2140529;PERNO ROSCADO S-BT-GR M8/7 SN 6                    (PRECIO POR 100 UNIDADES);HILTI
90007334;;"PERNOS CAB.EXAG. 5/8X1.1/2"" GRADO 8";
60011097;;PERRO GUARDIAN WATCHDOG USB                        (REINICIO AUTOMATICO);
98452321;PERRO P-CADENA;PERROS PARA CADENA DE 3/8 DE PULGADA;
56121247;;PERSIANA AMERICANA 120 X 120 CM;
90039602;;PERSIANA MOVIL DE ACERO DIAMETRO 150MM;VALAIRE
90022838;PERSIANA 450;PERSIANA MOVIL PARA EXTRACTOR 450;GATTI
45608433;;PERSIANA MOVIL PARA EXTRACTOR DE 52 CM;
79164802;;PERSIANA MOVIL PARA EXTRACTOR DE 52 CM;
99930427;PM80;PERSIANA PARA EXTRACTOR INDUSTRIAL 80 CM MOVIL;ATENAS
56121232;;PERSIANA PLASTICA PVC BLANCA ANCHO 174CM (+-1CM.)  X 140CM (+-10CM.);
90022088;;PERTIGA 6 LEDS MAX WHIP DE 3 MTS C/BANDERIN Y BASE CON RESORTE CROMADO EN BASE HEXAGONAL;
109378;HT-30B.H + HT-30P.H                                         ;PERTIGA ACOPLABLE 3 MTS (TRAMO BASE + TRAMO EXTENSION) DIAM. 39 MM ACOPLE HEXAGONAL           ;TYRCO
99850138;HT-30B.H;PERTIGA ACOPLABLE 3 MTS (TRAMO BASE) DIAM. 39 MM   (ACOPLE HEXAGONAL);TYRCO
99850139;HT-30P.H;PERTIGA ACOPLABLE 3 MTS (TRAMO EXTENSION) Ø39 MM   (ACOPLE HEXAGONAL);TYRCO
99850090;HT-05B.H;PERTIGA ACOPLABLE 50 CM, Ø 39MM, ACOPLE HEXAGONAL  TRAMO BASE;TYRCO
99850091;HT-05P.H;PERTIGA ACOPLABLE 50 CM, Ø 39MM, ACOPLE HEXAGONAL  TRAMO EXTENSION;TYRCO
99850073;HT-05P.U;PERTIGA ACOPLABLE DE 0,50 MTS., TRAMO EXTENSIÓN,   DIÁMETRO 39 MM., ACOPLE UNIVERSAL;HASTINGS
99850075;HT-10B.H;PERTIGA ACOPLABLE DE 1,00 MTS., TRAMO BASE,        DIÁMETRO 39 MM., ACOPLE HEXAGONAL;HASTINGS
98565035;HT-10P.H;PERTIGA ACOPLABLE DE 1,00 MTS., TRAMO EXTENSION,   DIAMETRO 39 MM., ACOPLE HEXAGONAL;HASTINGS
99850054;HT-15B.H;PERTIGA ACOPLABLE DE 1,50 MTS., TRAMO BASE,        DIÁMETRO 39 MM., ACOPLE HEXAGONAL;TYRCO
99850074;HT-15P.H;PERTIGA ACOPLABLE DE 1,50 MTS., TRAMO EXTENSIÓN,   DIÁMETRO 39 MM., ACOPLE HEXAGONAL;HASTINGS
